,gRNAs at position of ,,,,,,,,
Key,mU6 (P3),U6 (P2),H1 (P1),Plasmid,Cell_D9,Cell_D15_rep1,Cell_D26_rep1,Cell_D15_rep2,Cell_D26_rep2
"1,8,27",dummyguide_1,EGFR_2,FGF2_1,11.59,27.94,42.48,40.43,45.5,33.46
"1,8,28",dummyguide_1,EGFR_2,FGF2_2,6.48,6.68,15.07,28.81,15.67,14.19
"1,8,29",dummyguide_1,EGFR_2,PIK3C3_1,17.53,17.99,10.95,19.71,29.19,38.15
"1,8,30",dummyguide_1,EGFR_2,PIK3C3_2,34.15,28.03,23.19,8.09,39.06,7.88
"1,8,31",dummyguide_1,EGFR_2,TGFB1_1,22.29,46.68,64.57,62.04,51.88,97.12
"1,8,32",dummyguide_1,EGFR_2,TGFB1_2,14.01,17.76,17.07,17.09,11.94,29.73
"1,9,1",dummyguide_1,ERBB2_1,dummyguide_1,19.71,45.4,49.62,49.53,59.4,95.08
"1,9,2",dummyguide_1,ERBB2_1,dummyguide_2,21,30.18,40.29,53.1,44.91,54.54
"1,9,3",dummyguide_1,ERBB2_1,CDK4_3,16.51,16.99,20.05,17.65,31.49,35.15
"1,9,4",dummyguide_1,ERBB2_1,CDK4_2,13.23,12.67,12.42,4.35,7.17,6.15
"1,9,5",dummyguide_1,ERBB2_1,DNMT1_1,36.06,32.7,39.2,29.33,44.37,21.04
"1,9,6",dummyguide_1,ERBB2_1,DNMT1_2,36.97,57.47,25.04,30.48,53.9,64.15
"1,9,7",dummyguide_1,ERBB2_1,EGFR_1,21.48,36.18,30.06,17.19,23.39,27.23
"1,9,8",dummyguide_1,ERBB2_1,EGFR_2,20.36,15.03,10.5,2.91,20.44,10.08
"1,9,9",dummyguide_1,ERBB2_1,ERBB2_1,22.21,23.01,29.68,24.13,26.83,39.69
"1,9,10",dummyguide_1,ERBB2_1,ERBB2_2,31.81,43.74,42.97,34.38,23.68,31.42
"1,9,11",dummyguide_1,ERBB2_1,HDAC1_1,40.2,26.77,41.69,21.15,18.62,27.92
"1,9,12",dummyguide_1,ERBB2_1,HDAC1_2,28.93,38.59,8.8,26.45,20.98,18.31
"1,9,13",dummyguide_1,ERBB2_1,IKBKB_1,52.78,53.62,52.11,120.22,54.59,87.23
"1,9,14",dummyguide_1,ERBB2_1,IKBKB_2,33.15,27.28,42.18,16.57,31.05,16.46
"1,9,15",dummyguide_1,ERBB2_1,MAP2K1_1,28.15,37.72,28.58,8.15,25.01,22.77
"1,9,16",dummyguide_1,ERBB2_1,MAP2K1_2,23.31,28.08,10.5,14.9,22.31,12.5
"1,9,17",dummyguide_1,ERBB2_1,MTOR_1,9.65,7.61,5.36,7.04,11.3,7.15
"1,9,18",dummyguide_1,ERBB2_1,MTOR_2,19.36,5.83,,,8.01,1.04
"1,9,19",dummyguide_1,ERBB2_1,POLA1_1,25.41,15.31,7.02,,10.17,1.92
"1,9,20",dummyguide_1,ERBB2_1,POLA1_2,37.03,15.96,12.84,11.1,9.92,1
"1,9,21",dummyguide_1,ERBB2_1,TOP1_1,30.84,5.6,1.55,,,5.73
"1,9,22",dummyguide_1,ERBB2_1,TOP1_2,31.08,16.11,9.97,1.96,10.71,
"1,9,23",dummyguide_1,ERBB2_1,TUBA1A_1,21.89,24.93,30.85,41.02,9.24,30.15
"1,9,24",dummyguide_1,ERBB2_1,TUBA1A_2,33.02,25.05,14.92,3.54,19.41,16.12
"1,9,25",dummyguide_1,ERBB2_1,TYMS_1,40.68,41.27,41.61,120.32,52.77,47.69
"1,9,26",dummyguide_1,ERBB2_1,TYMS_3,25.71,25.67,26.36,44.66,24.52,40.88
"1,9,27",dummyguide_1,ERBB2_1,FGF2_1,18.26,17.2,33.83,70.16,35.38,42.92
"1,9,28",dummyguide_1,ERBB2_1,FGF2_2,21.51,33.26,37.95,40.37,39.95,37.23
"1,9,29",dummyguide_1,ERBB2_1,PIK3C3_1,21.16,15.61,33.23,28.48,25.55,15.04
"1,9,30",dummyguide_1,ERBB2_1,PIK3C3_2,43.24,45.02,37.84,43.81,28.45,15.88
"1,9,31",dummyguide_1,ERBB2_1,TGFB1_1,17.1,36.01,39.46,50.52,54.29,59.85
"1,9,32",dummyguide_1,ERBB2_1,TGFB1_2,23.58,27.01,17.18,18.37,16.66,11.92
"1,10,1",dummyguide_1,ERBB2_2,dummyguide_1,19.74,31.81,41.65,56.08,49.67,81.73
"1,10,2",dummyguide_1,ERBB2_2,dummyguide_2,32.54,50.47,87.72,86.86,52.03,103.27
"1,10,3",dummyguide_1,ERBB2_2,CDK4_3,34.04,26.02,39.65,62.63,38.23,63.46
"1,10,4",dummyguide_1,ERBB2_2,CDK4_2,15.22,20.29,22.24,24.91,21.42,54.88
"1,10,5",dummyguide_1,ERBB2_2,DNMT1_1,43.43,28.1,50.03,78.15,58.67,49.23
"1,10,6",dummyguide_1,ERBB2_2,DNMT1_2,26.19,36.23,44.37,30.22,31.59,46.62
"1,10,7",dummyguide_1,ERBB2_2,EGFR_1,20.19,25.25,19.37,36.31,32.38,18.69
"1,10,8",dummyguide_1,ERBB2_2,EGFR_2,32.89,44.09,64.65,86.07,56.4,69.38
"1,10,9",dummyguide_1,ERBB2_2,ERBB2_1,39.55,23.39,30.02,13.65,30.61,10.04
"1,10,10",dummyguide_1,ERBB2_2,ERBB2_2,22.32,20.03,27.38,22.92,12.48,8.08
"1,10,11",dummyguide_1,ERBB2_2,HDAC1_1,40.36,76.14,61.63,77.36,46.23,79.92
"1,10,12",dummyguide_1,ERBB2_2,HDAC1_2,26.62,34.92,47.69,26.94,42.45,21.58
"1,10,13",dummyguide_1,ERBB2_2,IKBKB_1,35.39,35.2,48.41,115.5,46.09,78.15
"1,10,14",dummyguide_1,ERBB2_2,IKBKB_2,26.51,27.1,37.87,41.42,42.35,31.5
"1,10,15",dummyguide_1,ERBB2_2,MAP2K1_1,36.49,34.27,54.64,63.74,59.5,73.81
"1,10,16",dummyguide_1,ERBB2_2,MAP2K1_2,10.38,13.16,9.63,19.87,12.14,18.65
"1,10,17",dummyguide_1,ERBB2_2,MTOR_1,21.91,34.97,28.43,14.47,22.45,20.31
"1,10,18",dummyguide_1,ERBB2_2,MTOR_2,15.46,8.71,2.34,,3.98,
"1,10,19",dummyguide_1,ERBB2_2,POLA1_1,39.07,11.79,3.78,2,16.95,4.46
"1,10,20",dummyguide_1,ERBB2_2,POLA1_2,36.38,12.86,1.55,10.8,34.84,2.19
"1,10,21",dummyguide_1,ERBB2_2,TOP1_1,28.1,14.85,4.53,0.07,3.39,2.5
"1,10,22",dummyguide_1,ERBB2_2,TOP1_2,41.22,37.25,23.07,10.97,19.6,12.92
"1,10,23",dummyguide_1,ERBB2_2,TUBA1A_1,38.53,50.19,47.77,35.88,59.16,83
"1,10,24",dummyguide_1,ERBB2_2,TUBA1A_2,27.02,4.27,7.44,0.88,17.2,3.46
"1,10,25",dummyguide_1,ERBB2_2,TYMS_1,18.42,23.11,37.42,35.03,26.04,98.62
"1,10,26",dummyguide_1,ERBB2_2,TYMS_3,52.89,47.03,56.87,48.22,61.56,73.73
"1,10,27",dummyguide_1,ERBB2_2,FGF2_1,35.41,40.54,84.96,91.74,40.19,84.38
"1,10,28",dummyguide_1,ERBB2_2,FGF2_2,31.94,25.04,42.93,29.07,36.7,42.23
"1,10,29",dummyguide_1,ERBB2_2,PIK3C3_1,18.71,28.08,48.56,57.03,46.04,68.88
"1,10,30",dummyguide_1,ERBB2_2,PIK3C3_2,37.46,41.88,33.38,34.7,52.72,30.19
"1,10,31",dummyguide_1,ERBB2_2,TGFB1_1,26.08,46.89,71.37,76.97,49.87,68.96
"1,10,32",dummyguide_1,ERBB2_2,TGFB1_2,11.94,6.86,9.33,12.77,5.11,6
"1,11,1",dummyguide_1,HDAC1_1,dummyguide_1,5.81,7.58,14.16,8.74,19.46,11.35
"1,11,2",dummyguide_1,HDAC1_1,dummyguide_2,7.39,5.7,11.21,,4.32,6.42
"1,11,3",dummyguide_1,HDAC1_1,CDK4_3,10.54,14.42,14.88,24.75,25.75,36.19
"1,11,4",dummyguide_1,HDAC1_1,CDK4_2,19.2,11.35,26.89,38.47,33.26,45.19
"1,11,5",dummyguide_1,HDAC1_1,DNMT1_1,12.21,7.77,16.31,9.27,18.52,15.08
"1,11,6",dummyguide_1,HDAC1_1,DNMT1_2,16.32,13.44,9.78,13.19,20.44,19.19
"1,11,7",dummyguide_1,HDAC1_1,EGFR_1,8.9,11.14,2.87,12.41,15.67,17.15
"1,11,8",dummyguide_1,HDAC1_1,EGFR_2,16.73,8.08,10.08,18.17,14.45,6.27
"1,11,9",dummyguide_1,HDAC1_1,ERBB2_1,2.1,4.06,8.19,13.19,5.75,9.92
"1,11,10",dummyguide_1,HDAC1_1,ERBB2_2,7.74,3.2,5.17,5.21,1.67,1.81
"1,11,11",dummyguide_1,HDAC1_1,HDAC1_1,7.66,5.27,13.25,1.67,8.16,2.27
"1,11,12",dummyguide_1,HDAC1_1,HDAC1_2,6.43,11.09,8.91,5.89,2.41,7.81
"1,11,13",dummyguide_1,HDAC1_1,IKBKB_1,5.7,7.49,2.83,8.22,5.45,2.23
"1,11,14",dummyguide_1,HDAC1_1,IKBKB_2,8.6,2.87,1.7,,1.57,0.04
"1,11,15",dummyguide_1,HDAC1_1,MAP2K1_1,11.99,10.23,6.99,7.6,13.22,21.58
"1,11,16",dummyguide_1,HDAC1_1,MAP2K1_2,4.44,6.21,5.1,8.54,10.86,8.5
"1,11,17",dummyguide_1,HDAC1_1,MTOR_1,6.61,7.16,14.05,10.12,7.08,26.73
"1,11,18",dummyguide_1,HDAC1_1,MTOR_2,6.45,1.92,,,,
"1,11,19",dummyguide_1,HDAC1_1,POLA1_1,9.65,2.69,,,,
"1,11,20",dummyguide_1,HDAC1_1,POLA1_2,11.59,8.21,4.3,,8.35,2.19
"1,11,21",dummyguide_1,HDAC1_1,TOP1_1,11.72,13.79,4.49,2,1.62,7.31
"1,11,22",dummyguide_1,HDAC1_1,TOP1_2,9.28,8.94,1.81,2.36,1.23,
"1,11,23",dummyguide_1,HDAC1_1,TUBA1A_1,2.93,7.21,3.78,8.71,3.14,16.08
"1,11,24",dummyguide_1,HDAC1_1,TUBA1A_2,20.27,3.1,0.04,0.03,3.24,
"1,11,25",dummyguide_1,HDAC1_1,TYMS_1,5.86,5.14,4,0.03,4.03,
"1,11,26",dummyguide_1,HDAC1_1,TYMS_3,6.53,18.28,16.27,43.94,18.23,34.58
"1,11,27",dummyguide_1,HDAC1_1,FGF2_1,11.11,16.64,26.62,58.77,17.84,31.19
"1,11,28",dummyguide_1,HDAC1_1,FGF2_2,7.64,1.52,3.66,,5.8,15.46
"1,11,29",dummyguide_1,HDAC1_1,PIK3C3_1,18.31,17.36,13.29,27.99,10.17,22.04
"1,11,30",dummyguide_1,HDAC1_1,PIK3C3_2,18.74,8.19,17.9,3.5,20.49,16
"1,11,31",dummyguide_1,HDAC1_1,TGFB1_1,10.73,3.97,4.53,21.71,11.69,15.42
"1,11,32",dummyguide_1,HDAC1_1,TGFB1_2,1.91,5.28,1.43,0.03,1.13,0.04
"1,12,1",dummyguide_1,HDAC1_2,dummyguide_1,27.27,29.57,24.39,52.02,30.32,24.19
"1,12,2",dummyguide_1,HDAC1_2,dummyguide_2,48.62,33.87,26.39,13.55,20,26.92
"1,12,3",dummyguide_1,HDAC1_2,CDK4_3,36.22,50,50.71,93.47,57.49,120.04
"1,12,4",dummyguide_1,HDAC1_2,CDK4_2,19.95,20.21,9.74,3.37,7.57,3.85
"1,12,5",dummyguide_1,HDAC1_2,DNMT1_1,58.94,81,66.42,119.27,115.36,165.77
"1,12,6",dummyguide_1,HDAC1_2,DNMT1_2,28.56,31.54,16.84,31.33,25.99,28.92
"1,12,7",dummyguide_1,HDAC1_2,EGFR_1,34.18,41.22,30.02,44.82,30.86,61.73
"1,12,8",dummyguide_1,HDAC1_2,EGFR_2,43.43,46.13,62.42,108.27,55.13,83.62
"1,12,9",dummyguide_1,HDAC1_2,ERBB2_1,53.24,72.55,68.91,96.38,72.08,48.27
"1,12,10",dummyguide_1,HDAC1_2,ERBB2_2,59.05,56.11,59.66,47.93,54.59,31.12
"1,12,11",dummyguide_1,HDAC1_2,HDAC1_1,50.61,45.99,70.61,86.46,85.49,52.85
"1,12,12",dummyguide_1,HDAC1_2,HDAC1_2,26.06,31.53,38.33,30.97,37.24,47.77
"1,12,13",dummyguide_1,HDAC1_2,IKBKB_1,49.56,39.52,61.7,83.39,60.88,85.19
"1,12,14",dummyguide_1,HDAC1_2,IKBKB_2,20.25,24.58,27.11,50.94,37.05,43.96
"1,12,15",dummyguide_1,HDAC1_2,MAP2K1_1,31.78,13.19,17.9,19.05,33.31,61.77
"1,12,16",dummyguide_1,HDAC1_2,MAP2K1_2,30.84,28.43,42.18,25.7,34.29,26.96
"1,12,17",dummyguide_1,HDAC1_2,MTOR_1,43.13,29.99,21.3,32.15,33.51,40.96
"1,12,18",dummyguide_1,HDAC1_2,MTOR_2,16.99,14.21,13.63,11.3,3,11.92
"1,12,19",dummyguide_1,HDAC1_2,POLA1_1,53.29,30.06,7.63,0.03,1.57,
"1,12,20",dummyguide_1,HDAC1_2,POLA1_2,27.86,10.81,10.08,7.37,15.58,2.46
"1,12,21",dummyguide_1,HDAC1_2,TOP1_1,38.34,14.17,5.55,,4.91,2.19
"1,12,22",dummyguide_1,HDAC1_2,TOP1_2,41.11,36.27,39.04,15.22,26.63,1.62
"1,12,23",dummyguide_1,HDAC1_2,TUBA1A_1,48.32,65.89,94.02,100.77,136.25,150.42
"1,12,24",dummyguide_1,HDAC1_2,TUBA1A_2,27.32,17.37,14.65,1.51,6.19,4
"1,12,25",dummyguide_1,HDAC1_2,TYMS_1,27.72,21.76,47.16,13.13,28.06,16.12
"1,12,26",dummyguide_1,HDAC1_2,TYMS_3,50.39,51.4,59.28,33.62,44.37,29.5
"1,12,27",dummyguide_1,HDAC1_2,FGF2_1,46.89,28.27,23.15,54.02,48.25,23.12
"1,12,28",dummyguide_1,HDAC1_2,FGF2_2,38.99,40.66,48.86,85.68,42.06,84.85
"1,12,29",dummyguide_1,HDAC1_2,PIK3C3_1,38.96,36.09,25.19,22.13,30.76,30.46
"1,12,30",dummyguide_1,HDAC1_2,PIK3C3_2,52.97,38.45,20.81,36.5,24.57,13.73
"1,12,31",dummyguide_1,HDAC1_2,TGFB1_1,47.16,45.3,48.14,52.22,34.69,67.15
"1,12,32",dummyguide_1,HDAC1_2,TGFB1_2,24.5,17.39,30.44,34.93,26.19,10.85
"1,13,1",dummyguide_1,IKBKB_1,dummyguide_1,48.59,57.28,52.6,79.79,68.44,95.08
"1,13,2",dummyguide_1,IKBKB_1,dummyguide_2,50.44,58.57,84.47,126.83,101.46,119.54
"1,13,3",dummyguide_1,IKBKB_1,CDK4_3,42.08,49.21,75.45,100.22,55.03,77.88
"1,13,4",dummyguide_1,IKBKB_1,CDK4_2,69.02,83.82,98.52,97.53,87.11,87.35
"1,13,5",dummyguide_1,IKBKB_1,DNMT1_1,67.22,81.39,94.18,91.31,95.32,162.73
"1,13,6",dummyguide_1,IKBKB_1,DNMT1_2,57.87,70.59,114.64,128.24,75.91,94.31
"1,13,7",dummyguide_1,IKBKB_1,EGFR_1,29.69,32.03,66.31,50.84,52.57,56
"1,13,8",dummyguide_1,IKBKB_1,EGFR_2,46.84,69.37,93.53,65.9,92.12,90.04
"1,13,9",dummyguide_1,IKBKB_1,ERBB2_1,39.82,38,41.5,33.23,35.33,32.42
"1,13,10",dummyguide_1,IKBKB_1,ERBB2_2,55.36,74.28,95.42,184.06,93.65,96.69
"1,13,11",dummyguide_1,IKBKB_1,HDAC1_1,53.64,62.69,99.76,100.38,86.28,90.08
"1,13,12",dummyguide_1,IKBKB_1,HDAC1_2,68.24,70.68,106.52,154.46,91.39,95.46
"1,13,13",dummyguide_1,IKBKB_1,IKBKB_1,58.19,62.14,66.91,125.69,75.81,93.62
"1,13,14",dummyguide_1,IKBKB_1,IKBKB_2,75.72,96.17,95.76,136.16,106.72,124.27
"1,13,15",dummyguide_1,IKBKB_1,MAP2K1_1,54.93,56.32,76.77,80.47,71.24,101.35
"1,13,16",dummyguide_1,IKBKB_1,MAP2K1_2,37.56,55.44,74.84,109.77,81.81,107.92
"1,13,17",dummyguide_1,IKBKB_1,MTOR_1,43.96,48.18,27.57,35.85,34.59,24.81
"1,13,18",dummyguide_1,IKBKB_1,MTOR_2,19.92,19.24,2.64,2.36,7.52,12.12
"1,13,19",dummyguide_1,IKBKB_1,POLA1_1,77.82,38.38,25.68,7.63,20.1,11.38
"1,13,20",dummyguide_1,IKBKB_1,POLA1_2,43.67,33.61,29.11,25.83,34.79,8.15
"1,13,21",dummyguide_1,IKBKB_1,TOP1_1,49.99,16.74,10.61,9.66,13.46,15.08
"1,13,22",dummyguide_1,IKBKB_1,TOP1_2,24.52,43.62,21.98,8.15,10.22,6.54
"1,13,23",dummyguide_1,IKBKB_1,TUBA1A_1,58.46,84.15,82.05,179.21,118.56,189.42
"1,13,24",dummyguide_1,IKBKB_1,TUBA1A_2,54.05,39.99,21.64,5.79,39.95,16.12
"1,13,25",dummyguide_1,IKBKB_1,TYMS_1,48.37,58.89,62.31,43.41,51.88,56.96
"1,13,26",dummyguide_1,IKBKB_1,TYMS_3,70.34,90.94,139.53,133.31,87.75,89.38
"1,13,27",dummyguide_1,IKBKB_1,FGF2_1,56.74,63.25,73.37,54.18,60.48,95.04
"1,13,28",dummyguide_1,IKBKB_1,FGF2_2,52.73,33.89,48.98,49.8,35.13,44.88
"1,13,29",dummyguide_1,IKBKB_1,PIK3C3_1,42.08,57.59,69.82,88.85,51.34,77.12
"1,13,30",dummyguide_1,IKBKB_1,PIK3C3_2,83.38,69.37,77.11,61.52,74.44,97.04
"1,13,31",dummyguide_1,IKBKB_1,TGFB1_1,44.31,51.98,64.65,94.16,76.55,97.38
"1,13,32",dummyguide_1,IKBKB_1,TGFB1_2,32.72,55.55,70.61,112.62,66.13,132.73
"1,14,1",dummyguide_1,IKBKB_2,dummyguide_1,29.66,23.78,25.49,28.45,45.5,20.65
"1,14,2",dummyguide_1,IKBKB_2,dummyguide_2,32.4,25.61,22.47,15.39,36.75,30.85
"1,14,3",dummyguide_1,IKBKB_2,CDK4_3,23.58,23.64,42.63,40.53,23.88,19.65
"1,14,4",dummyguide_1,IKBKB_2,CDK4_2,20.14,19.54,34.59,41.25,30.36,52.58
"1,14,5",dummyguide_1,IKBKB_2,DNMT1_1,31.06,46.15,38.7,67.21,43.34,70.69
"1,14,6",dummyguide_1,IKBKB_2,DNMT1_2,20.73,19.17,29.34,22.69,40.34,45.31
"1,14,7",dummyguide_1,IKBKB_2,EGFR_1,32.21,27.96,32.66,47.77,40.39,43.5
"1,14,8",dummyguide_1,IKBKB_2,EGFR_2,20.11,28.48,50.03,29.79,32.38,49.46
"1,14,9",dummyguide_1,IKBKB_2,ERBB2_1,60.69,32.31,46.03,42.17,58.91,98.31
"1,14,10",dummyguide_1,IKBKB_2,ERBB2_2,32.27,21.64,12.2,27.76,9.29,33.96
"1,14,11",dummyguide_1,IKBKB_2,HDAC1_1,51.92,61.76,69.37,118.03,69.97,93.15
"1,14,12",dummyguide_1,IKBKB_2,HDAC1_2,21,24.23,10.72,9.04,14.64,21.62
"1,14,13",dummyguide_1,IKBKB_2,IKBKB_1,27.02,30.06,35.08,35.69,41.17,53.5
"1,14,14",dummyguide_1,IKBKB_2,IKBKB_2,31.43,36.86,38.86,25.11,32.97,47.65
"1,14,15",dummyguide_1,IKBKB_2,MAP2K1_1,21.73,27.38,14.5,35.26,27.32,17.62
"1,14,16",dummyguide_1,IKBKB_2,MAP2K1_2,37.59,37.25,82.09,75.07,61.47,78.04
"1,14,17",dummyguide_1,IKBKB_2,MTOR_1,16,24.42,21.37,7.27,12.68,13.04
"1,14,18",dummyguide_1,IKBKB_2,MTOR_2,20.06,21.33,11.74,13,15.43,9.85
"1,14,19",dummyguide_1,IKBKB_2,POLA1_1,23.42,10.9,4.98,2.39,7.81,1.69
"1,14,20",dummyguide_1,IKBKB_2,POLA1_2,17.32,17.46,20.69,14.27,7.47,8.31
"1,14,21",dummyguide_1,IKBKB_2,TOP1_1,36.17,28.01,17.48,5.07,22.7,47.08
"1,14,22",dummyguide_1,IKBKB_2,TOP1_2,16.83,23.46,20.35,13.42,18.52,23.27
"1,14,23",dummyguide_1,IKBKB_2,TUBA1A_1,34.82,35.97,33.49,58.54,45.1,38.85
"1,14,24",dummyguide_1,IKBKB_2,TUBA1A_2,29.5,15.99,17.33,16.27,13.66,0.88
"1,14,25",dummyguide_1,IKBKB_2,TYMS_1,27.29,26.02,39.95,21.97,34.69,24.81
"1,14,26",dummyguide_1,IKBKB_2,TYMS_3,23.88,21.83,15.86,4.42,12.48,7.54
"1,14,27",dummyguide_1,IKBKB_2,FGF2_1,22.32,25.49,27.72,28.38,23.39,38.04
"1,14,28",dummyguide_1,IKBKB_2,FGF2_2,26.43,26.16,31.23,51.5,38.37,23.96
"1,14,29",dummyguide_1,IKBKB_2,PIK3C3_1,24.93,23.95,25.9,17.42,34.93,32.12
"1,14,30",dummyguide_1,IKBKB_2,PIK3C3_2,42.19,24.63,39.84,20.3,18.92,23.62
"1,14,31",dummyguide_1,IKBKB_2,TGFB1_1,18.63,30.49,36.14,25.67,45.35,17.85
"1,14,32",dummyguide_1,IKBKB_2,TGFB1_2,29.01,25.04,18.31,21.22,17.2,3.35
"1,15,1",dummyguide_1,MAP2K1_1,dummyguide_1,36.57,16.76,27.3,59.09,18.57,29.77
"1,15,2",dummyguide_1,MAP2K1_1,dummyguide_2,14.01,24.48,38.4,36.14,12.63,42.62
"1,15,3",dummyguide_1,MAP2K1_1,CDK4_3,26.75,21.27,14.12,18.5,28.6,33.35
"1,15,4",dummyguide_1,MAP2K1_1,CDK4_2,26.03,39.28,33.91,29.73,20.64,61.73
"1,15,5",dummyguide_1,MAP2K1_1,DNMT1_1,37.7,40.1,54.49,50.48,37.39,36.27
"1,15,6",dummyguide_1,MAP2K1_1,DNMT1_2,10.08,12.42,15.18,4.39,6.29,10.04
"1,15,7",dummyguide_1,MAP2K1_1,EGFR_1,18.42,28.48,25.22,15.32,21.82,29
"1,15,8",dummyguide_1,MAP2K1_1,EGFR_2,27.32,28.38,44.67,19.81,30.22,30.35
"1,15,9",dummyguide_1,MAP2K1_1,ERBB2_1,20.65,17.44,14.46,24,17.39,12.88
"1,15,10",dummyguide_1,MAP2K1_1,ERBB2_2,23.02,13.86,27.34,16.01,17.05,22.46
"1,15,11",dummyguide_1,MAP2K1_1,HDAC1_1,27.51,28.92,33.49,53.2,27.12,19.69
"1,15,12",dummyguide_1,MAP2K1_1,HDAC1_2,20.03,14.99,5.82,16.4,5.8,7.46
"1,15,13",dummyguide_1,MAP2K1_1,IKBKB_1,3.36,11.11,36.55,32.02,20.49,27.42
"1,15,14",dummyguide_1,MAP2K1_1,IKBKB_2,8.58,6.21,,2.72,13.27,16.42
"1,15,15",dummyguide_1,MAP2K1_1,MAP2K1_1,18.58,10.08,17.79,29.04,15.87,31.08
"1,15,16",dummyguide_1,MAP2K1_1,MAP2K1_2,13.77,14.14,18.5,16.8,12.92,21.54
"1,15,17",dummyguide_1,MAP2K1_1,MTOR_1,6.1,12.81,3.32,9.4,,
"1,15,18",dummyguide_1,MAP2K1_1,MTOR_2,13.63,6.74,11.93,19.81,6.78,18.69
"1,15,19",dummyguide_1,MAP2K1_1,POLA1_1,23.9,8.1,4.76,,10.27,
"1,15,20",dummyguide_1,MAP2K1_1,POLA1_2,22.37,7.38,1.62,10.64,8.06,4.19
"1,15,21",dummyguide_1,MAP2K1_1,TOP1_1,35.28,24.44,11.06,11.85,7.91,6.96
"1,15,22",dummyguide_1,MAP2K1_1,TOP1_2,21.75,25.7,8.08,13.82,13.17,5.77
"1,15,23",dummyguide_1,MAP2K1_1,TUBA1A_1,30.28,18.95,19.18,10.51,10.12,27.04
"1,15,24",dummyguide_1,MAP2K1_1,TUBA1A_2,14.12,2.73,,0.03,,
"1,15,25",dummyguide_1,MAP2K1_1,TYMS_1,8.55,3.2,3.44,,4.32,
"1,15,26",dummyguide_1,MAP2K1_1,TYMS_3,41.87,42.04,52.79,46.42,54.54,53.58
"1,15,27",dummyguide_1,MAP2K1_1,FGF2_1,15.7,22.71,18.54,37.45,12.77,22.77
"1,15,28",dummyguide_1,MAP2K1_1,FGF2_2,21.67,20.33,26.96,16.8,23.14,44.69
"1,15,29",dummyguide_1,MAP2K1_1,PIK3C3_1,20.81,18.27,14.27,18.24,25.89,21.35
"1,15,30",dummyguide_1,MAP2K1_1,PIK3C3_2,22.99,16.5,18.62,7.17,22.01,2.73
"1,15,31",dummyguide_1,MAP2K1_1,TGFB1_1,29.98,22.73,23.94,39.22,24.47,35.35
"1,15,32",dummyguide_1,MAP2K1_1,TGFB1_2,15.62,5.97,16.8,22.98,21.32,10.54
"1,16,1",dummyguide_1,MAP2K1_2,dummyguide_1,18.82,26.1,29.64,14.18,16.85,14.85
"1,16,2",dummyguide_1,MAP2K1_2,dummyguide_2,19.25,31.74,43.24,31.07,27.61,41.19
"1,16,3",dummyguide_1,MAP2K1_2,CDK4_3,23.66,17.69,24.17,23.51,32.43,43
"1,16,4",dummyguide_1,MAP2K1_2,CDK4_2,13.39,14.85,30.06,26.65,17.84,22.46
"1,16,5",dummyguide_1,MAP2K1_2,DNMT1_1,26.7,18.91,8.87,5.3,13.51,10.54
"1,16,6",dummyguide_1,MAP2K1_2,DNMT1_2,23.07,38.09,45.27,40.6,49.92,45.96
"1,16,7",dummyguide_1,MAP2K1_2,EGFR_1,27.88,33.03,29.3,28.29,49.38,61.85
"1,16,8",dummyguide_1,MAP2K1_2,EGFR_2,17.02,35.62,51.85,21.44,54.78,41.58
"1,16,9",dummyguide_1,MAP2K1_2,ERBB2_1,19.6,27.92,27.6,59.32,26.83,65.38
"1,16,10",dummyguide_1,MAP2K1_2,ERBB2_2,20.49,24.02,36.06,41.97,33.66,64.04
"1,16,11",dummyguide_1,MAP2K1_2,HDAC1_1,27.64,35.1,38.86,42.69,49.53,61.04
"1,16,12",dummyguide_1,MAP2K1_2,HDAC1_2,18.34,15.54,11.18,17.74,27.76,25.58
"1,16,13",dummyguide_1,MAP2K1_2,IKBKB_1,24.39,27.36,41.23,60.14,39.45,67.42
"1,16,14",dummyguide_1,MAP2K1_2,IKBKB_2,9.44,18.21,6.61,10.97,20.14,17.27
"1,16,15",dummyguide_1,MAP2K1_2,MAP2K1_1,27.88,14.96,34.06,64.1,32.58,50.85
"1,16,16",dummyguide_1,MAP2K1_2,MAP2K1_2,23.45,34.48,51.35,49.17,32.03,28.92
"1,16,17",dummyguide_1,MAP2K1_2,MTOR_1,16.03,11.69,11.25,26.98,29.53,9.58
"1,16,18",dummyguide_1,MAP2K1_2,MTOR_2,18.47,16.31,2.38,,5.11,
"1,16,19",dummyguide_1,MAP2K1_2,POLA1_1,18.39,4.58,1.55,6.25,1.18,
"1,16,20",dummyguide_1,MAP2K1_2,POLA1_2,14.41,8.36,8.61,0.03,5.16,
"1,16,21",dummyguide_1,MAP2K1_2,TOP1_1,31.92,16.95,21.79,28.65,14.05,9.58
"1,16,22",dummyguide_1,MAP2K1_2,TOP1_2,35.76,21.78,20.77,5.93,24.12,16.77
"1,16,23",dummyguide_1,MAP2K1_2,TUBA1A_1,20.25,11.3,19.22,7.56,14.4,25.81
"1,16,24",dummyguide_1,MAP2K1_2,TUBA1A_2,30.49,17.36,12.01,7.01,13.02,2.96
"1,16,25",dummyguide_1,MAP2K1_2,TYMS_1,17.69,20.61,17.22,7.4,6.68,21.54
